id,Product Name,Brand,Main Category,Subcategory,Size / Unit,Price,Benchmark Price,Benchmark Source,Benchmark URL,Last Checked,Pricing Note
kivo-good-time-garri-mix-vanilla-flavour-3-in-1-1-pack,Kivo Good Time Garri Mix Vanilla Flavour 3 in 1,Kivo,Foodstuffs,Garri,1 pack,360,,,,,
endy-s-fufu-flour-2-kg-2kg,Endy's Fufu Flour 2 kg,Endy's,Foodstuffs,Fufu,2kg,6140,,,,,
sofi-instant-fufu-cassava-flour-1-kg-1kg,Sofi Instant Fufu (Cassava Flour) 1 kg,Sofi,Foodstuffs,Fufu,1kg,1955,,,,,
ayoola-foods-cassava-fufu-flour-2-kg-2kg,Ayoola Foods Cassava Fufu Flour 2 kg,Generic,Foodstuffs,Fufu,2kg,1850,,,,,
niji-foods-odourless-fufu-flour-1-kg-1kg,Niji Foods Odourless Fufu Flour 1 kg,Niji Foods,Foodstuffs,Fufu,1kg,575,,,,,
vine-dresser-foods-cassava-flour-fufu-1-5-kg-1-5kg,Vine Dresser Foods Cassava Flour Fufu 1.5 kg,Vine Dresser Foods,Foodstuffs,Fufu,1.5kg,6450,,,,,
ayoola-foods-poundo-yam-flour-900-g-900g,Ayoola Foods Poundo Yam Flour 900 g,Ayoola Foods,Foodstuffs,Poundo,900g,4160,,,,,
ayoola-foods-poundo-yam-flour-1-8-kg-1-8kg,Ayoola Foods Poundo Yam Flour 1.8 kg,Ayoola Foods,Foodstuffs,Poundo,1.8kg,8315,,,,,
ayoola-foods-poundo-yam-flour-4-5-kg-4-5kg,Ayoola Foods Poundo Yam Flour 4.5 kg,Ayoola Foods,Foodstuffs,Poundo,4.5kg,20720,,,,,
nini-pure-yam-flour-elubo-isu-2-kg-2kg,Nini Pure Yam Flour (Elubo Isu) 2 kg,Nini,Foodstuffs,Yam Flour,2kg,8355,,,,,
todaj-soya-plantain-flour-1-kg-1kg,Todaj Soya Plantain Flour 1 kg,Todaj,Foodstuffs,Swallow,1kg,5490,,,,,
ayoola-foods-plantain-flour-1-8-kg-1-8kg,Ayoola Foods Plantain Flour 1.8 kg,Ayoola Foods,Foodstuffs,Swallow,1.8kg,8730,,,,,
honeywell-whole-wheat-meal-900-g-900g,Honeywell Whole Wheat Meal 900 g,Honeywell,Foodstuffs,Swallow,900g,1995,,,,,
honeywell-whole-wheat-meal-2-kg-2kg,Honeywell Whole Wheat Meal 2 kg,Honeywell,Foodstuffs,Swallow,2kg,2920,,,,,
honeywell-whole-wheat-meal-5-kg-5kg,Honeywell Whole Wheat Meal 5 kg,Honeywell,Foodstuffs,Swallow,5kg,8950,,,,,
golden-penny-goldenvita-whole-wheat-meal-10-kg-10kg,Golden Penny Goldenvita Whole Wheat Meal 10 kg,Golden Penny,Foodstuffs,Swallow,10kg,14135,,,,,
golden-penny-multi-purpose-wheat-baking-flour-1-kg-1kg,Golden Penny Multi-Purpose Wheat Baking Flour 1 kg,Golden Penny,Foodstuffs,Flour,1kg,1760,,,,,
golden-penny-white-granulated-sugar-1-kg-1kg,Golden Penny White Granulated Sugar 1 kg,Golden Penny,Foodstuffs,Sugar,1kg,2430,,,,,
dangote-refined-granulated-sugar-1-kg-1kg,Dangote Refined Granulated Sugar 1 kg,Dangote,Foodstuffs,Sugar,1kg,3350,,,,,
st-louis-sugar-cubes-474-g-x50-474g-x-50,St. Louis Sugar Cubes 474 g x50,St. Louis,Foodstuffs,Sugar,474g x 50,2120,,,,,
miller-s-brown-sugar-500-g-500g,Miller's Brown Sugar 500 g,Miller's,Foodstuffs,Sugar,500g,2550,,,,,
checkers-custard-powder-vanilla-1-kg-1kg,Checkers Custard Powder Vanilla 1 kg,Checkers,Foodstuffs,Custard,1kg,2250,,,,,
laziz-custard-powder-vanilla-jar-2-kg-2kg,Laziz Custard Powder Vanilla Jar 2 kg,Laziz,Foodstuffs,Custard,2kg,5550,,,,,
family-custard-milk-3-in-1-sachet-500-g-500g,Family Custard Milk 3 in 1 Sachet 500 g,Family,Foodstuffs,Custard,500g,1710,,,,,
devon-king-s-cooking-margarine-sachet-250-g-250g,Devon King's Cooking Margarine Sachet 250 g,Devon,Foodstuffs,Spread,250g,945,,,,,
moi-margarine-500-g-500g,Moi Margarine 500 g,Moi,Foodstuffs,Spread,500g,4340,,,,,
simas-cooking-margarine-250-g-250g,Simas Cooking Margarine 250 g,Simas,Foodstuffs,Spread,250g,1250,,,,,
bama-mayonnaise-810-ml-810ml,Bama Mayonnaise 810 ml,Bama,Foodstuffs,Mayonnaise,810ml,5280,,,,,
bama-mayonnaise-236-ml-236ml,Bama Mayonnaise 236 ml,Bama,Foodstuffs,Mayonnaise,236ml,1830,,,,,
bama-mayonnaise-385-ml-385ml,Bama Mayonnaise 385 ml,Bama,Foodstuffs,Mayonnaise,385ml,2995,,,,,
three-crowns-evaporated-milk-160-g-160g,Three Crowns Evaporated Milk 160 g,Three Crowns,Foodstuffs,Milk,160g,815,,,,,
hollandia-full-cream-evaporated-milk-190-g-190g,Hollandia Full Cream Evaporated Milk 190 g,Hollandia,Foodstuffs,Milk,190g,1025,,,,,
titus-sardines-125-g-125g,Titus Sardines 125 g,Titus,Foodstuffs,Canned Fish,125g,2185,,,,,
geisha-mackerel-in-tomato-sauce-155-g-155g,Geisha Mackerel In Tomato Sauce 155 g,Geisha,Foodstuffs,Canned Fish,155g,1350,,,,,
heinz-baked-beans-415-g-415g,Heinz Baked Beans 415 g,Heinz,Foodstuffs,Canned Foods,415g,2300,,,,,
green-giant-niblets-sweetcorn-340-g-340g,Green Giant Niblets Sweetcorn 340 g,Green Giant,Foodstuffs,Canned Foods,340g,1430,,,,,
